state,downstream_hazard_potential,incident_driver,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_date_year,incident_date_month,incident_date_day,incident_time_year,incident_time_month,incident_time_day,incident_time_hour,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,volume_released_at_failure_ac_ft,incident_duration
19,3,0,3,2,7,3,0,0,0,0,0,0,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
2,1,1,1,0,1,2,45,1300,61,1944,37.2544,-90.6352,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
4,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,0,8,2,0,3,3,1,-1,0,-1,41.3808,-79.5348,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
17,4,0,0,4,1,2,16,-1,83,1931,40.3528,-74.085,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
13,4,0,1,0,1,1,20,21,4,1969,43.7322,-71.3225,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
17,0,0,3,0,1,3,9,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
15,3,7,3,40,7,3,25,92,0,1917,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,0,0,1,10,30,0,17,960,210,1906,44.4042,-71.1157,1990,1970,1,1,1970,1,1,0,0,1,0,3,0
19,0,0,0,4,1,2,13,600,117,1936,44.4262,-90.3693,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
16,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,3,2,0,1,2,25,855,59,1962,40.68,-82.04,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
5,0,2,0,1,13,0,14,132,0,1965,44.4619,-94.1772,2019,1970,1,1,1970,1,1,0,0,0,0,1,0
25,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,4,3,0,0,1,0,9,29,3,1935,42.8227,-72.1869,-1,1970,1,1,1970,1,1,0,0,0,0,76,1
13,4,0,0,0,1,0,9,29,3,1935,42.8227,-72.1869,-1,1970,1,1,1970,1,1,0,1,1,4,1,1
21,4,2,1,0,1,0,15,100,10,1950,38.1065,-85.7334,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
9,4,0,1,53,1,1,13,538,0,-1,35.802,-77.949,-1,1970,1,1,1970,1,1,0,1,1,1,1,1
2,1,2,1,0,12,2,80,4900,118,1981,38.1893,-90.7567,-1,1970,1,1,1970,1,1,0,0,0,0,1,11
23,1,3,2,4,1,2,18,591,39,1945,39.438,-75.6934,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
23,1,2,2,4,1,2,18,591,39,1945,39.438,-75.6934,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
21,4,1,1,0,1,0,15,91.4,10,1950,38.105,-85.7333,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
28,1,3,0,0,1,1,19,82.5,4,-1,40.805,-81.5083,-1,1970,1,1,1970,1,1,0,1,1,1,1,51
3,1,0,1,0,2,2,52,2186,124,1892,40.0675,-105.218,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,1,2,0,0,35,2,40,220,15,1900,39.6567,-104.944,1901,1970,1,1,1970,1,1,0,1,1,1,1,0
18,4,0,1,0,1,1,24,25,3,1952,41.3133,-74.1653,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
21,4,3,1,0,0,0,18,260,13,1890,37.4785,-87.4925,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
17,0,0,3,0,1,3,21,-1,0,1930,0,0,-1,1970,1,1,1970,1,1,0,0,1,1,77,0
24,1,0,1,4,38,2,36,9000,500,1925,43.9586,-84.3361,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,1,0,7,1,16,70,55,1950,31.0061,-93.708,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,0,0,1,0,1,0,10,77,0,-1,34.863,-78.73,-1,1970,1,1,1970,1,1,0,1,0,1,1,1
9,0,0,1,0,7,0,10,73,0,-1,35.224,-78.815,-1,1970,1,1,1970,1,1,0,1,0,1,1,1
1,0,0,1,0,1,1,26,62.4,25,-1,34.0667,-79.3458,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,1,0,0,3,1,2,17,40.8,5,1976,43.95,-71.5047,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
16,3,5,3,0,7,3,13,10,0,-1,39.3108,-76.7248,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
14,0,3,1,0,27,0,16,132,18,1950,42.7245,-103.3,-1,1970,1,1,1970,1,1,0,0,0,0,63,0
44,1,0,1,0,8,2,91,2250,0,1988,37.1472,-112.985,-1,1970,1,1,1970,1,1,0,17,1,0,3,0
11,1,0,3,0,1,3,72,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
5,0,0,2,17,1,0,24,235,19,1940,43.7145,-96.1779,1940,1970,1,1,1970,1,1,0,0,0,4,78,24
33,4,0,1,8,1,0,16,45,6,1875,44.4153,-72.4222,-1,1970,1,1,1970,1,1,0,0,0,0,79,0
0,0,4,1,0,1,0,25,720,0,1969,31.4606,-91.2627,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
14,0,0,3,0,26,3,11,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
10,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,0,2,0,1,2,35,2372,106,1966,40.2039,-76.3075,-1,1970,1,1,1970,1,1,0,9,1,0,3,0
14,4,8,7,0,26,0,45,16487,864,1927,42.8088,-98.6566,-1,1970,1,1,1970,1,1,0,1,1,4,80,0
28,0,3,2,0,1,2,15,258,30,1960,41.115,-82.0858,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,0,4,1,0,1,1,35,270,5,-1,38.3785,-77.7805,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,0,1,1,0,1,1,35,270,5,-1,38.3785,-77.7805,-1,1970,1,1,1970,1,1,0,5,6,1,1,0
4,2,3,5,2,7,0,30,165.7,13,-1,38.2208,-77.6859,-1,1970,1,1,1970,1,1,0,5,6,1,1,0
4,2,3,5,2,7,0,30,165.7,13,-1,38.2208,-77.6859,-1,1970,1,1,1970,1,1,0,5,6,1,1,0
0,0,3,1,0,1,0,26,480,93,1971,30.5933,-88.6933,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,1,5,1,0,1,2,23,255,14,1952,30.4049,-95.3824,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,0,3,1,0,1,1,29,63.3,5,1969,39.6486,-83.8289,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,1,0,1,2,24,575,0,1965,30.6724,-95.5594,2011,1970,1,1,1970,1,1,0,0,0,0,1,0
6,4,0,1,0,2,1,23,230,15,1920,32.4298,-95.301,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,1,0,1,0,1,2,23,255,14,1952,30.4049,-95.3824,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,1,0,1,2,23,255,14,1952,30.4049,-95.3824,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,0,16,145,16,1958,34.4582,-79.8616,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,1,5,1,0,1,2,23,255,14,1952,30.4049,-95.3824,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,0,0,1,0,1,3,6,-1,0,-1,41.1154,-79.5148,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
4,1,0,1,0,1,2,26,80,5,-1,37.2564,-80.02,-1,1970,1,1,1970,1,1,0,5,6,1,1,0
30,0,0,1,0,7,3,1,-1,0,1969,0,0,2012,1970,1,1,1970,1,1,0,0,1,0,81,0
1,1,3,1,0,1,2,19,233,32,1954,34.0748,-80.9526,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
22,0,0,1,0,8,0,12,21.5,5,-1,38.8497,-115.66,-1,1970,1,1,1970,1,1,0,0,0,0,82,0
16,4,3,1,0,1,2,18,64,8,1968,39.3417,-77.2245,1968,1970,1,1,1970,1,1,0,5,6,3,1,31
16,4,0,1,0,1,2,18,64,8,1968,39.3417,-77.2245,1968,1970,1,1,1970,1,1,0,1,1,1,1,0
15,1,1,3,2,9,1,205,38000,0,1926,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,83,0
14,2,5,1,2,13,0,18,64,2,1960,40.609,-96.9949,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,0,0,3,3,1,3,9,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
28,4,0,1,0,0,2,18,183,19,1928,40.4656,-81.1153,-1,1970,1,1,1970,1,1,0,0,0,0,1,33
3,1,5,7,27,72,2,299,10600,98,1982,39.4327,-105.126,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,7,64,14,1875,34.1767,-79.13,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
19,0,6,0,4,6,2,19,430,54,1937,44.5548,-91.3923,-1,1970,1,1,1970,1,1,0,0,0,0,2,1
11,0,0,1,0,1,0,11,123,3,1948,41.4767,-76.3767,-1,1970,1,1,1970,1,1,0,0,0,0,2,7
44,0,2,1,0,13,0,23,137,0,1913,39.9757,-111.813,-1,1970,1,1,1970,1,1,0,0,0,0,1,2
18,1,0,0,1,1,2,28,264,16,1914,42.2464,-73.6481,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,3,7,3,0,1,3,1,-1,0,-1,33,-116,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
11,0,5,2,34,3,3,11,-1,0,-1,40.1611,-76.1457,-1,1970,1,1,1970,1,1,0,0,0,0,1,7
28,0,3,0,0,1,1,10,350,63,-1,41.2981,-81.3153,-1,1970,1,1,1970,1,1,0,1,1,1,1,52
30,0,0,1,0,7,0,28,295,21,1969,35.7169,-88.6619,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
3,0,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,1,0,0,4,1,2,20,-1,94,1927,39.4468,-75.2353,-1,1970,1,1,1970,1,1,0,17,1,0,3,0
17,4,0,1,4,1,2,8,-1,50,1950,39.6349,-74.9644,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,4,0,1,0,1,2,25,960,45,1951,30.6464,-95.5798,2005,1970,1,1,1970,1,1,0,1,1,1,1,0
17,1,0,0,4,1,2,11,-1,103,1949,39.4319,-75.2371,-1,1970,1,1,1970,1,1,0,17,1,1,84,0
1,4,0,1,0,1,2,11,234,45,1949,33.9667,-80.9117,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,1,0,1,1,13,210,41,1915,30.7031,-94.4475,2000,1970,1,1,1970,1,1,0,1,1,1,1,0
26,4,0,0,0,13,2,28,1615.5,29,1960,46.9834,-97.3911,-1,1970,1,1,1970,1,1,0,0,0,0,1,15
17,1,0,1,13,1,2,15,-1,51,1914,41.0078,-74.5179,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
15,1,8,0,0,9,2,86,107,4,1931,38.0765,-122.227,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
19,0,0,2,0,1,2,7,580,47,1964,45.3947,-91.9486,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
15,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,1,0,7,17,48,2,112,27689,936,1888,32.6921,-117.008,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,1,0,0,0,16,2,44,50590,1660,-1,37.4177,-77.648,-1,1970,1,1,1970,1,1,0,5,6,1,1,0
39,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,2,0,0,9,2,39,629,38,1876,40.1764,-84.2633,-1,1970,1,1,1970,1,1,0,0,0,0,1,3
18,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
26,4,0,0,0,9,2,27,3790.8,105,1908,47.4845,-99.3967,1936,1970,1,1,1970,1,1,0,0,0,0,1,0
6,0,0,0,0,46,0,10,76,15,1915,33.4661,-94.4452,-1,1970,1,1,1970,1,1,0,1,1,0,1,0
28,4,2,1,0,0,2,31,52.2,4,1945,39.3639,-84.5808,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
14,0,0,3,0,8,0,10,170,1,1939,41.7947,-99.4603,-1,1970,1,1,1970,1,1,0,0,1,0,85,0
6,0,0,0,0,73,0,17,129,7,1977,31.886,-97.04,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,42,2016,44,1979,31.8033,-96.9583,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,6,0,58,0,28,1528,37,1964,31.7426,-96.9988,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,0,0,4,0,1,2,85,1782,183,1908,38.4367,-104.812,1988,1970,1,1,1970,1,1,0,1,1,1,1,0
35,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,4,2,3,0,13,1,22,68,0,1975,41.17,-81.46,-1,1970,1,1,1970,1,1,0,0,1,0,28,0
5,1,5,5,17,21,2,23,4352,375,1907,46.665,-92.4067,-1,1970,1,1,1970,1,1,0,29,1,1,1,0
19,0,0,1,4,21,1,16,250,61,1886,44.9868,-91.4184,1913,1970,1,1,1970,1,1,0,0,0,0,1,1
16,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
26,4,3,0,0,1,2,36,3080,166,1936,47.8045,-98.3943,1941,1970,1,1,1970,1,1,0,0,0,0,1,0
6,1,0,0,10,74,2,85,115404,1830,1939,30.2941,-97.7864,2005,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,10,74,2,85,115404,1830,1939,30.2941,-97.7864,2005,1970,1,1,1970,1,1,0,1,1,1,1,0
17,4,0,0,4,1,2,11,-1,10,-1,39.8656,-74.8948,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
1,0,0,1,0,1,1,9,73,15,1958,33.6967,-80.53,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,3,5,3,0,7,3,15,42,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,1,1,2,0,1,2,47,12925,565,1974,34.2367,-88.895,-1,1970,1,1,1970,1,1,0,1,0,0,3,0
0,1,2,2,0,1,2,47,12925,565,1974,34.2367,-88.895,-1,1970,1,1,1970,1,1,0,1,0,0,3,0
23,1,3,2,4,1,2,14,4343,94,1938,38.5278,-75.4824,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
2,1,3,1,0,1,0,20,1314,105,1963,40.0798,-93.5887,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
0,0,1,1,0,1,0,19,267,0,-1,31.0572,-89.3397,-1,1970,1,1,1970,1,1,0,1,0,1,3,0
23,4,0,2,11,1,1,12,665,38,-1,38.5258,-75.5117,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
11,1,2,0,21,9,2,40,696,41,1907,40.3306,-79.0894,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
3,1,0,1,0,8,2,29,882,56,1899,39.8254,-105.197,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,1,0,1,0,1,1,8,518,0,-1,35.155,-77.734,9999,1970,1,1,1970,1,1,0,1,1,1,1,1
2,1,0,1,0,1,1,35,988,50,1977,37.1409,-90.2424,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
28,1,2,2,0,1,2,26,1740,83,1956,41.0117,-81.515,-1,1970,1,1,1970,1,1,0,1,1,1,1,1
15,4,5,1,54,16,0,36,143,12,1928,38.0291,-120.244,-1,1970,1,1,1970,1,1,0,1,1,0,1,0
15,4,8,1,54,16,1,36,143,12,1928,38.0291,-120.244,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
22,0,0,1,0,59,0,47,8700,100,-1,41.53,-114.363,-1,1970,1,1,1970,1,1,0,5,6,3,86,0
6,4,0,1,0,9,0,10,125,25,1915,30.7147,-94.4514,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,1,0,1,0,21,121,13,1948,29.7787,-99.0667,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,1,2,2,0,22,2,106,40654,1182,1908,37.6359,-102.538,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,1,0,2,0,22,2,106,40654,1182,1908,37.6359,-102.538,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,1,2,0,1,2,29,4078,176,1961,38.9222,-82.3533,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,4,1,0
37,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,0,1,0,1,2,17,96,17,1940,33.9683,-80.8967,1994,1970,1,1,1970,1,1,0,1,1,1,1,0
19,3,0,3,0,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,4,0,1,0,1,1,13,73,4,-1,39.8528,-74.9102,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
37,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
33,3,0,3,22,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,0,5,3,0,7,3,15,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
30,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
29,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
29,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
29,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
20,0,3,0,0,40,0,60,194,8,1967,42.0612,-95.8452,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,58,2,21,615.6,11,1959,30.4906,-97.5402,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,1,0,0,58,1,35,1728,36,1975,30.5774,-97.4827,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,0,0,0,2,0,1,7,55,11,1920,42.235,-76.3428,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,0,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,1,6,2,0,1,2,98,7125,155,1967,39.27,-108.846,1969,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,0,0,0,9,2,45,212,12,1887,40.4969,-78.4789,-1,1970,1,1,1970,1,1,0,0,1,1,3,7
7,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
14,0,2,0,0,0,0,23,91,6,1960,40.5814,-96.6754,-1,1970,1,1,1970,1,1,0,0,0,0,87,0
28,1,2,0,0,1,2,30,155,11,1852,41.4831,-81.5606,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
28,1,2,0,0,1,2,30,155,11,1852,41.4831,-81.5606,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,3,0,0,1,2,30,155,11,1852,41.4831,-81.5606,-1,1970,1,1,1970,1,1,0,1,1,1,1,52
18,0,0,0,0,9,1,40,80,5,1912,41.2289,-74.3608,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,0,2,1,0,9,0,119,429,12,1976,39.8394,-106.094,1997,1970,1,1,1970,1,1,0,1,1,1,1,0
18,3,1,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,4,1,2,0,1,2,23,903,55,1939,41.1339,-83.6444,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,1,0,0,9,0,36,2050,0,1949,32.5483,-95.5883,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
39,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,1,0,1,1,20,56,7,1930,32.7392,-95.4779,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,1,0,0,75,2,76,32324,1350,1963,29.2461,-98.3645,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,0,0,0,0,76,0,24,240,20,1967,39.9733,-105.249,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
13,4,0,0,3,1,2,31,72,6,1925,43.1536,-72.3488,-1,1970,1,1,1970,1,1,0,5,6,3,1,2
18,1,0,2,10,77,2,30,27400,1050,1913,42.8048,-73.8455,1990,1970,1,1,1970,1,1,0,1,1,1,1,0
16,4,0,1,0,13,2,10,48,0,1961,39.675,-77.723,-1,1970,1,1,1970,1,1,0,5,8,0,1,0
14,0,0,0,0,47,0,20,109.9,2,1958,42.5963,-98.3165,-1,1970,1,1,1970,1,1,0,0,0,0,88,0
6,1,1,4,0,78,2,140,969000,7270,1965,31.6,-97.2167,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
36,0,0,1,0,8,0,30,331,30,1946,43.4542,-106.746,-1,1970,1,1,1970,1,1,0,0,0,4,89,1
28,4,0,1,0,0,1,14,118.57,16,-1,38.9328,-84.0086,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
1,1,0,1,0,1,2,25,280,8,1950,34.1167,-80.8467,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
24,0,6,3,0,1,0,17,850,41,1965,43.7167,-84.9917,-1,1970,1,1,1970,1,1,0,0,1,0,90,0
34,0,0,1,0,20,1,22,850,0,1965,30.77,-81.97,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
45,1,5,3,6,7,3,110,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
14,0,0,1,0,8,0,19,78.6,7,1944,40.7174,-99.2459,-1,1970,1,1,1970,1,1,0,0,0,0,73,0
48,4,5,0,0,1,1,22,153,18,-1,38.2083,-89.0417,-1,1970,1,1,1970,1,1,0,0,1,0,36,0
25,1,5,7,55,79,2,206,796000,14590,1965,46.8731,-119.97,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
18,1,0,0,13,80,2,20,700,100,1872,41.6006,-73.92,1992,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,11,198,12,1970,33.5667,-80.2867,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,0,3,1,4,1,1,25,100,6,1974,42.9096,-89.9476,-1,1970,1,1,1970,1,1,0,0,0,0,28,1
22,1,2,1,21,2,2,12,400,45,-1,39.33,-119.801,-1,1970,1,1,1970,1,1,0,0,0,0,1,53
20,0,3,1,0,27,0,40,97,4,1966,41.6748,-93.7419,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
20,0,3,1,0,27,0,40,97,4,1966,41.6748,-93.7419,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,0,3,2,0,1,2,19,51,6,-1,38.94,-82.5425,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
18,4,0,0,13,9,2,10,7,3,1917,42.9283,-75.3383,-1,1970,1,1,1970,1,1,0,0,0,0,1,1
19,0,0,4,0,3,0,11,562,95,1944,45.2317,-88.3805,-1,1970,1,1,1970,1,1,0,0,0,0,91,1
47,1,2,0,0,9,2,50,2900,140,1955,36.554,-96.1164,-1,1970,1,1,1970,1,1,0,0,0,0,92,0
19,1,6,1,0,11,2,13,75,11,1977,45.1511,-90.3374,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
28,0,0,1,0,0,1,13,191.3,4,2013,40.6358,-81.0247,-1,1970,1,1,1970,1,1,0,0,0,0,87,1
4,1,3,3,2,7,1,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,0,2,3,0,1,1,15,119,0,1970,40,-83,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
19,0,0,0,4,1,2,14,110,20,1930,44.5739,-90.7222,1994,1970,1,1,1970,1,1,0,1,1,1,1,0
19,0,2,0,0,1,2,9,1760,480,1960,45.0961,-88.457,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
18,3,2,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,46,8855,481,1951,33.4222,-98.1051,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,1,0,0,0,6,2,63,2345,51,1969,43.6889,-90.7987,2000,1970,1,1,1970,1,1,0,5,6,3,1,1
6,4,0,1,0,17,2,24,360,20,1949,30.7002,-94.426,1997,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,2,2,0,9,2,22,8796,900,1840,40.9978,-81.5439,-1,1970,1,1,1970,1,1,0,1,1,1,1,1
1,0,0,1,0,1,1,13,324,40,1932,33.8833,-80.7683,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
47,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,30,1,1,1,0
14,0,3,1,0,27,0,16,339.4,35,1963,40.5255,-99.8,-1,1970,1,1,1970,1,1,0,0,0,0,93,0
16,1,0,0,0,13,2,27,196,3,1979,39.0247,-77.0383,1990,1970,1,1,1970,1,1,0,1,1,1,1,0
16,1,0,0,0,13,2,27,196,3,1979,39.0247,-77.0383,1990,1970,1,1,1970,1,1,0,0,1,1,1,54
9,1,3,1,0,35,1,13,17,0,-1,35.2351,-79.3668,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
6,0,5,1,0,1,0,21,5600,212,1970,33.2873,-95.1451,2003,1970,1,1,1970,1,1,0,1,1,1,1,0
7,4,3,1,0,1,1,27,509,32,1964,38.4172,-87.225,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
28,1,3,1,0,1,2,42,183.5,10,1968,39.1961,-82.9897,-1,1970,1,1,1970,1,1,0,1,1,1,1,15
6,1,5,1,0,20,2,30,192,4,1951,30.9082,-98.3887,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,4,0,1,0,1,2,24,281,27,1963,34.0967,-80.8867,2010,1970,1,1,1970,1,1,0,1,1,1,1,0
18,4,0,1,0,1,2,15,10,2,1898,41.4075,-74.1544,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,1,4,2,0,1,2,100,36900,1011,1966,40.7917,-106.947,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
22,0,0,1,56,81,2,58,8000,480,-1,41.21,-116.536,1912,1970,1,1,1970,1,1,0,0,1,0,1,0
3,0,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,0,0,19,638,46,1914,32.15,-94.7842,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
5,4,0,2,17,0,0,26,672,84,1941,46.3236,-92.8392,2002,1970,1,1,1970,1,1,0,1,1,0,1,0
27,0,5,1,0,1,0,39,309,12,1954,33.93,-84.9222,-1,1970,1,1,1970,1,1,0,0,1,4,1,0
