state,downstream_hazard_potential,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
TX,L,5/13/2004,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,15 ft,360.0,38,1961,30.9151,-96.5518,-1,-1,-1,-1
VA,U,3/18/2022,Deterioration or Poor Condition,Erosion,Spillway Pipe Failure,-1,No,P,RE,R,N,23 ft,93.0,0,1969,37.7263,-78.2871,-1,-1,-1,-1
VA,U,3/21/2022,Deterioration or Poor Condition,Spillway Pipe Failure,Spillway Riser Failure,-1,-1,P,RE,R,N,23 ft,93.0,0,1969,37.7263,-78.2871,-1,-1,-1,-1
SC,S,9/16/2018,Hydrologic/Flooding,Debris Clogging,Overtopping,Erosion,No,P,RE,R,Y,11 ft,472.0,76,1900,34.6754,-79.7581,-1,-1,-1,-1
NM,S,8/1/2022,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,C,N,25 ft,720.0,70,1951,32.7384,-107.257,1993,-1,-1,-1
KY,H,5/14/2017,Seepage/Internal Erosion,Piping,-1,-1,Unknown,P,RE,R,NR,19 ft,126.0,19,1956,37.6098,-87.2526,-1,-1,-1,Yes
CA,S,4/17/2012,Manmade Action,Spillway Pipe Failure,-1,-1,No,P,RE,IS,NR,52 ft,878.0,26,1957,37.6997,-120.201,-1,-1,-1,-1
SC,L,9/16/2018,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Overtopping,-1,No,P,RE,R,NR,7 ft,95.0,19,1950,34.7377,-79.7993,-1,-1,-1,-1
TX,H,6/13/1973,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,20 ft,305.0,17,1960,30.3845,-95.338,-1,-1,-1,-1
CO,L,9/12/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,RE,R,NR,30 ft,92.0,6,1957,40.2621,-105.419,-1,-1,-1,-1
NH,L,7/29/2021,Deterioration or Poor Condition,Spillway Riser Failure,Sinkhole,Spillway Pipe Failure,-1,S,RE,R,NR,14 ft,105.0,18,1975,43.201,-71.2054,1991,-1,-1,Yes
TX,S,7/1/2007,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,R,Y,16 ft,223.0,9,1950,32.6789,-96.3036,2008,-1,-1,-1
TX,H,5/28/1982,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,R,N,19 ft,129.0,0,1959,32.8332,-97.2478,-1,-1,-1,-1
NY,-1,01/01/1897,Unknown,Unknown,-1,-1,No,-1,RE,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WI,H,7/19/2022,Seepage/Internal Erosion,Piping,-1,-1,No,F,PGCN,CSNFR,Y,16 ft,2430000.0,173000,1937,44.2,-88.4467,-1,-1,-1,-1
SD,H,4/1/2019,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Animal Activity,-1,No,S,RE,R,Y,53 ft,2050.0,48,1935,43.2617,-97.6167,1996,-1,-1,-1
SD,H,6/12/1984,Hydrologic/Flooding,Overtopping,Insufficient Spillway Capacity,-1,-1,S,RE,R,Y,53 ft,2050.0,48,1935,43.2617,-97.6167,1996,7:00,-1,-1
SD,H,8/1/2019,Hydrologic/Flooding,Spillway Erosion/Head Cutting,Animal Activity,-1,No,S,RE,R,Y,53 ft,2050.0,48,1935,43.2617,-97.6167,1996,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,L,RE,R,Y,50 ft,96.0,10,1953,41.3753,-74.1853,-1,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Spillway Chute Failure,High Reservoir Level,-1,Yes,P,-1,H,N,10 ft,80.0,9,1902,43.0864,-73.4956,-1,-1,-1,-1
MO,L,12/29/2015,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,N,49 ft,270.0,18,1971,37.5711,-90.8693,2001,-1,-1,-1
MT,-1,1/1/1975,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,S,8/29/2012,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,RE,R,-1,18 ft,-1.0,0,2005,0.0,0.0,-1,-1,-1,-1
PA,H,9/8/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,S,MS,OR,Y,25 ft,24.0,1,1937,40.3286,-76.1114,-1,-1,-1,-1
MD,L,6/25/2006,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,RI,NR,11 ft,78.0,11,1930,38.5947,-75.8272,1999,-1,-1,-1
MD,-1,7/7/2017,Hydrologic/Flooding,Unknown,-1,-1,No,-1,RE,-1,-1,10 ft,25.0,0,-1,38.3193,-76.5177,-1,-1,-1,-1
MA,H,01/01/1874,Unknown,Unknown,-1,-1,No,-1,RE,O,-1,40 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
AZ,H,7/24/2021,Malfunction of Equipment/Gate,High Reservoir Level,Piping,Animal Activity,No,P,RE,CI,N,35 ft,2800.0,125,1958,34.4306,-110.041,-1,7:00 PM,Hours,No
CO,H,10/7/2020,Seepage/Internal Erosion,Excessive/Increased Seepage,Overtopping,-1,Yes,F,RE,IR,Y,25 ft,240.0,0,1953,37.6226,-106.67,2009,9:30 AM,3 hours,No
PA,L,6/1/2013,Unknown,Overtopping,-1,-1,-1,F,RECN,F,-1,5 ft,-1.0,0,-1,41.2406,-79.0454,-1,-1,-1,-1
SD,S,4/4/2019,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,No,S,RE,R,N,32 ft,19000.0,850,1934,45.4417,-98.7317,2001,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,F,CN,TSR,Y,22 ft,235.0,25,1845,41.2045,-74.0236,1982,-1,-1,-1
PA,H,4/1/2013,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,No,S,RE,R,Y,27 ft,1793.0,117,1970,40.9117,-75.1697,-1,-1,-1,-1
CO,L,9/13/2013,Hydrologic/Flooding,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,R,Y,12 ft,24.0,0,-1,35.0544,-78.9222,2002,-1,1 day,-1
CA,H,6/3/2019,Other,Other,-1,-1,Yes,U,RE,CS,Y,96 ft,3600.0,113,1920,40.5003,-122.697,-1,-1,-1,Yes
GA,-1,6/5/2013,Hydrologic/Flooding,Spillway Pipe Failure,Slope Stability,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,-1,1/1/2008,Hydrologic/Flooding,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WI,H,8/28/2018,Hydrologic/Flooding,Abutment Failure,Erosion,-1,Yes,L,RE,CD,Y,35 ft,257.0,18,1956,43.7122,-90.7524,-1,-1,1 day,Yes
CA,H,3/22/2018,Other,Insufficient Spillway Capacity,Reservoir Overfilling,Spillway Erosion/Head Cutting,Yes,L,RE,HOS,Y,60 ft,554.0,29,1930,37.8123,-120.306,-1,-1,2 days,Yes
CO,L,8/8/2013,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,RE,IP,NR,39 ft,29943.0,420,1921,37.3283,-104.389,-1,-1,-1,-1
MO,L,3/15/2016,Structural Stability,Sliding,-1,-1,-1,P,RE,S,NR,26 ft,125.0,9,1970,37.7258,-91.2425,-1,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,L,OTRE,R,Y,14 ft,68.0,13,1936,41.3242,-74.1869,-1,-1,-1,-1
WI,L,10/13/2021,Structural Stability,Erosion,Foundation Deficiency,Settlement,No,S,OTPG,O,Y,13 ft,19000.0,2210,1922,43.7857,-89.3287,-1,-1,1 day,Yes
CO,H,6/5/2013,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,L,ER,S,Y,112 ft,6100.0,95,1956,39.3533,-106.074,-1,-1,-1,-1
PA,H,7/22/2018,Hydrologic/Flooding,Overtopping,Excessive/Increased Seepage,-1,Yes,P,CNRE,R,Y,12 ft,54.0,14,-1,40.7186,-76.38,-1,-1,5 DAYS,-1
SC,H,6/1/2018,Deterioration or Poor Condition,Spillway Erosion/Head Cutting,-1,-1,No,P,RE,PR,Y,22 ft,74.0,7,1969,34.9828,-82.2257,-1,-1,-1,-1
TX,L,12/27/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,P,RE,R,NR,21 ft,58.0,0,1969,32.1634,-95.7848,-1,-1,-1,-1
NC,-1,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NC,-1,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,L,6/26/2006,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,-1,15 ft,-1.0,0,1969,41.5531,-75.4649,-1,-1,3 DAYS,-1
NE,L,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,RE,O,-1,20 ft,-1.0,0,1960,0.0,0.0,-1,-1,-1,-1
NC,S,6/7/2013,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,P,N,12 ft,153.0,0,-1,35.379,-79.132,-1,-1,-1,-1
MD,H,8/12/2017,Hydrologic/Flooding,Insufficient Spillway Capacity,Erosion,-1,Yes,L,RE,RI,Y,12 ft,191.0,11,1947,38.326,-75.6024,2018,-1,-1,-1
MD,H,10/1/2018,Hydrologic/Flooding,Overtopping,Debris Clogging,-1,No,L,RE,RI,Y,12 ft,191.0,11,1947,38.326,-75.6024,2018,-1,1 year,No
TX,S,5/30/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,26 ft,342.0,39,1942,29.7839,-99.0648,1990,-1,-1,-1
TX,H,2/23/2000,Unknown,Spillway Deficiency,-1,-1,-1,L,RE,SR,Y,67 ft,5700.0,146,1939,32.2436,-101.311,-1,-1,-1,-1
PA,H,7/11/2012,Structural Stability,Cracking,-1,-1,Yes,L,MSRE,S,Y,39 ft,852.0,48,1879,40.7703,-76.2311,2013,5:00:00 PM,-1,-1
TX,H,5/30/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,P,RE,O,Y,47 ft,64372.0,2880,1936,32.7326,-96.9437,1999,-1,-1,-1
TX,H,5/27/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,CR,N,43 ft,6457.0,90,1956,32.498,-97.0421,-1,-1,-1,-1
TX,H,2/22/2018,Unknown,Unknown,-1,-1,-1,P,RE,IR,Y,18 ft,150.0,15,1960,32.4897,-97.3652,1980,-1,-1,-1
NY,L,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,R,N,16 ft,66.0,11,1973,41.6969,-74.5181,-1,-1,-1,-1
MS,L,6/25/2021,Deterioration or Poor Condition,Vegetation,Animal Activity,Foundation Deficiency,N,P,RE,R,NR,11 ft,225.0,31,-1,30.7187,-89.5491,-1,Night,-1,Y
MS,U,4/16/2021,Hydrologic/Flooding,-1,-1,-1,N,P,RE,R,NR,10 ft,79.0,12,-1,30.6417,-89.7075,-1,-1,-1,N
MS,U,2/11/2020,Hydrologic/Flooding,Overtopping,-1,-1,N,P,RE,R,NR,9 ft,62.0,10,-1,32.8335,-90.3566,-1,-1,-1,N
MS,L,4/6/2021,Hydrologic/Flooding,-1,-1,-1,N,P,RE,R,NR,18 ft,235.0,19,-1,34.5871,-89.3807,-1,-1,-1,Y
MS,U,4/12/2020,Hydrologic/Flooding,Overtopping,Foundation Deficiency,-1,N,P,RE,R,NR,29 ft,131.0,7,-1,32.8735,-89.4027,-1,-1,1 day,N
KY,S,6/1/2022,Structural Stability,Slope Stability,-1,-1,No,L,RE,S,NR,61 ft,5265.0,172,1960,38.0199,-83.8469,-1,-1,-1,No
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,14 ft,4056.0,0,-1,34.853,-78.876,-1,-1,1 day,-1
MA,-1,01/01/1886,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
DE,-1,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WI,L,5/28/2015,Seepage/Internal Erosion,Sinkhole,-1,-1,-1,S,RE,F,N,9 ft,1250.0,300,1971,43.7582,-88.176,-1,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,S,PGRE,R,N,19 ft,-1.0,10,1922,39.7346,-75.2213,-1,-1,-1,-1
MS,L,1/28/2020,Deterioration or Poor Condition,Sinkhole,-1,-1,N,P,RE,R,No,-1,-1.0,3,-1,32.3661,-88.77,-1,-1,-1,N
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,16 ft,1310.0,148,1930,33.985,-80.7083,-1,-1,-1,-1
OH,S,2/23/2012,Deterioration or Poor Condition,Other,-1,-1,Yes,S,OTOT,R,Y,15 ft,2999.0,442,1841,39.64,-81.85,-1,12:00 AM,-1,-1
OH,S,4/1/2015,Deterioration or Poor Condition,Erosion,-1,-1,No,S,OT,O,Y,15 ft,2999.0,442,1841,39.6439,-81.8503,-1,-1,1 week,No
CO,-1,1/1/1978,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,4/25/1990,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,33 ft,595.0,41,1947,32.123,-98.6038,1991,-1,-1,-1
TX,S,7/18/2007,Unknown,Spillway Deficiency,-1,-1,-1,P,RE,R,Y,19 ft,293.0,18,1963,30.2923,-95.7233,2010,-1,-1,-1
PA,H,2/23/2012,Seepage/Internal Erosion,Settlement,-1,-1,No,U,MSREST,HS,Y,101 ft,5034.0,116,1903,41.3264,-75.6536,2012,-1,-1,-1
WI,H,10/21/2022,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,Yes,P,PGRE,O,Y,15 ft,440.0,55,1914,44.1758,-87.6507,-1,-1,-1,-1
OK,S,6/1/2022,Hydrologic/Flooding,Insufficient Spillway Capacity,Overtopping,-1,No,L,RE,S,NR,43 ft,1424.0,54,1965,35.742,-96.0256,-1,-1,-1,Investigation
NJ,S,8/5/2014,Hydrologic/Flooding,Erosion,-1,-1,-1,P,PGRE,R,Y,40 ft,166.0,15,1967,40.5893,-74.9022,-1,-1,-1,-1
NJ,L,10/2/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,I,NR,7 ft,-1.0,0,0,40.1758,-75.5676,-1,-1,-1,-1
NJ,L,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,L,PGRE,R,NR,15 ft,98.0,10,1970,40.0566,-74.5475,-1,-1,-1,-1
SD,L,9/11/2019,Hydrologic/Flooding,Unknown,-1,-1,No,S,RE,R,NR,18 ft,177.0,14,1965,43.6217,-98.355,-1,-1,-1,-1
OH,L,5/23/2022,Deterioration or Poor Condition,Spillway Riser Failure,Sinkhole,-1,No,P,RE,R,N,19 ft,83.1,4,1997,39.2917,-84.3036,-1,-1,1 day,Yes
NH,S,12/5/2022,Deterioration or Poor Condition,Under Investigation,Excessive/Increased Seepage,-1,No,L,RE,S,Y,24 ft,335.0,22,1933,42.8422,-71.7711,-1,-1,-1,No
NC,-1,2/22/1976,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SD,L,5/23/2019,Hydrologic/Flooding,Spillway Pipe Failure,-1,-1,No,S,RE,CPR,NR,28 ft,2550.0,158,1958,44.835,-103.385,1998,-1,-1,-1
ID,L,8/4/2017,Hydrologic/Flooding,Overtopping,Erosion,-1,-1,-1,RE,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,Yes
MI,-1,1/1/2008,Hydrologic/Flooding,Unknown,-1,-1,Yes,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VT,L,12/23/2022,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,P,RE,R,NR,41 ft,6.9,1,2022,44.5248,-72.7329,-1,-1,-1,No
TX,L,3/29/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,23 ft,837.0,135,1940,32.2498,-94.6545,-1,-1,-1,-1
NJ,L,12/17/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,R,NR,13 ft,-1.0,0,0,39.6771,-75.2961,-1,-1,-1,-1
PA,L,7/6/1952,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,No,P,RE,O,NR,8 ft,334.0,0,-1,41.1772,-75.4131,-1,-1,-1,-1
PA,L,8/20/1955,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,O,NR,8 ft,334.0,0,-1,41.1772,-75.4131,-1,2:00:00 AM,-1,-1
IA,-1,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NY,H,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,CB,HSRFP,Y,39 ft,5000.0,430,1916,42.7113,-73.9607,-1,-1,-1,-1
OH,H,12/1/2018,Deterioration or Poor Condition,Gate/Valve Failure,-1,-1,No,S,RE,R,Y,13 ft,1111.0,166,1840,41.0056,-81.5508,-1,-1,1 day,No
WA,-1,12/1/1967,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,40 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,S,11/11/2012,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,L,RE,S,Y,35 ft,147.0,9,1981,39.8979,-105.013,-1,-1,-1,-1
NY,H,9/6/2018,Deterioration or Poor Condition,Cracking,Excessive/Increased Seepage,-1,No,P,CNERPG,H,Y,24 ft,1736.0,350,1928,44.7433,-75.0054,-1,-1,9 months,Yes
OH,L,4/22/2022,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,Erosion,No,P,RE,R,N,24 ft,168.0,20,1968,41.6575,-80.7983,-1,-1,2 weeks,Yes
MI,L,9/7/2014,Seepage/Internal Erosion,Piping,-1,-1,-1,S,PGRE,R,NR,10 ft,1250.0,138,1954,45.7117,-84.9067,-1,-1,-1,-1
TX,S,8/29/2017,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,R,N,30 ft,192.0,11,1974,30.776,-96.4889,-1,-1,-1,-1
PA,-1,7/5/1903,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
OH,S,2/28/2011,Deterioration or Poor Condition,High Reservoir Level,-1,-1,No,-1,RE,T,N,59 ft,818.0,27,1962,39.91,-81.72,-1,-1,-1,-1
OH,L,1/28/2019,Structural Stability,Abutment Failure,Landslide,-1,No,P,RE,T,Y,30 ft,72.3,5,1968,39.7167,-81.7725,-1,-1,-1,No
SD,S,4/1/2019,Unknown,Unknown,-1,-1,No,P,RE,PRS,NR,22 ft,3150.0,128,1938,44.6433,-100.427,-1,-1,-1,No
MS,H,1/14/2020,Hydrologic/Flooding,Sliding,-1,-1,-1,L,RE,C,Y,43 ft,10430.0,479,1965,33.507,-88.932,2003,-1,-1,Yes
MS,H,3/12/2015,Deterioration or Poor Condition,Unknown,-1,-1,-1,L,RE,C,Y,43 ft,10430.0,479,1965,33.505,-88.9317,2003,-1,-1,-1
TX,S,3/12/2009,Deterioration or Poor Condition,Animal Activity,-1,-1,No,P,RE,R,N,14 ft,92.0,25,1956,32.6857,-95.8896,-1,-1,-1,-1
TX,L,6/17/1981,Unknown,Unknown,-1,-1,-1,L,CN,IS,NR,15 ft,108.0,18,1963,31.795,-97.5765,-1,-1,-1,-1
ND,H,5/21/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,RE,C,Y,74 ft,1077.0,7,1957,48.7304,-97.9466,1985,-1,-1,-1
NJ,H,4/17/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,PGRE,S,Y,25 ft,-1.0,796,1922,40.9562,-74.0291,-1,12:00 AM,-1,-1
WI,L,7/28/2020,Hydrologic/Flooding,Overtopping,Erosion,-1,No,P,PGRE,R,Y,12 ft,125.0,24,1901,45.2569,-89.2486,1950,-1,1 day,Yes
CA,H,2/7/2017,Deterioration or Poor Condition,Erosion,-1,-1,Yes,S,ERRE,CHIRS,Y,770 ft,3540000.0,15800,1968,39.5388,-121.485,-1,-1,"2 days - Evacation order initiated February 12, 2017 and the order lifted February 14, 2017",Yes
OH,S,3/5/2011,Deterioration or Poor Condition,Erosion,-1,-1,Yes,PP,RE,R,Y,28 ft,146.0,11,1955,41.06,-81.77,-1,-1,-1,-1
KY,H,3/1/2018,Structural Stability,Slope Stability,-1,-1,-1,P,RE,R,Y,28 ft,695.0,26,1959,37.4066,-87.518,-1,-1,-1,Yes
WI,L,4/1/2019,Seepage/Internal Erosion,Excessive/Increased Seepage,Piping,-1,Yes,S,RE,R,Y,8 ft,100.0,28,-1,45.1701,-89.4056,-1,-1,10 days,No
WI,-1,4/6/2022,Seepage/Internal Erosion,Piping,-1,-1,Yes,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
WI,-1,4/19/2023,Seepage/Internal Erosion,Piping,-1,-1,Yes,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
WI,-1,6/27/2023,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
NC,H,5/5/2013,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,P,PGCNRE,H,Y,122 ft,127500.0,4110,1928,35.8214,-81.1922,-1,-1,-1,-1
KY,S,3/2/2021,Hydrologic/Flooding,Excessive/Increased Seepage,Slope Stability,-1,No,S,ER,R,Y,46 ft,6200.0,98,1961,37.5584,-83.3696,-1,-1,-1,Yes
WI,S,6/17/2018,Hydrologic/Flooding,Debris Clogging,Erosion,Overtopping,-1,L,PGRE,R,Y,20 ft,340.0,27,1931,46.5356,-92.1208,-1,-1,-1,Unknown
OH,L,10/25/2018,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,S,RE,R,Y,34 ft,215.1,5,1967,40.2289,-81.9467,-1,-1,-1,No
PA,H,5/30/2007,Seepage/Internal Erosion,Sinkhole,-1,-1,No,S,CNMSRE,R,Y,7 ft,2067.0,420,1906,41.2808,-75.0869,2001,-1,-1,Yes
TX,S,9/15/2009,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,-1,N,20 ft,96.0,12,1997,32.9279,-95.2115,-1,-1,-1,-1
VA,H,8/23/2011,Seismic,Other,-1,-1,Yes,L,PG,RS,Y,87 ft,4300.0,125,1964,37.67,-79.2767,-1,12:00 AM,-1,-1
SC,L,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,Yes,S,RE,R,N,10 ft,233.0,53,1930,34.3283,-79.2617,-1,-1,1 Day,No
MS,L,6/10/2021,Deterioration or Poor Condition,-1,-1,-1,N,L,RE,C,N,42 ft,2052.0,116,1964,33.4602,-89.9398,-1,9:30 PM,-1,N
GA,H,12/29/2018,Hydrologic/Flooding,Debris Clogging,Insufficient Spillway Capacity,Spillway Pipe Failure,No,P,RE,R,NR,15 ft,140.0,13,1991,33.4821,-84.5683,-1,-1,-1,Yes
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,PR,Y,15 ft,1100.0,150,1980,43.9219,-73.5356,-1,-1,-1,-1
PA,H,5/13/1905,Seepage/Internal Erosion,Sinkhole,-1,-1,No,L,RCRE,S,Y,151 ft,27600.0,462,1998,40.9306,-75.5625,-1,-1,4 YEARS,-1
PA,H,7/1/1994,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,Yes,L,RCRE,S,Y,151 ft,27600.0,462,1998,40.9306,-75.5625,-1,-1,-1,-1
NJ,L,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,R,-1,6 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SC,S,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,N,10 ft,48.0,7,1950,34.1467,-79.6067,-1,-1,1 Day,No
MS,H,8/30/2012,Structural Stability,Slope Stability,-1,-1,Yes,S,RE,R,Y,34 ft,8112.0,700,1940,31.175,-90.5286,1990,-1,-1,-1
TX,H,7/8/2007,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,18 ft,50.0,7,1800,32.2065,-95.2822,-1,-1,-1,-1
WA,-1,1/1/1970,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,PG,-1,-1,25 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,6/3/2024,Hydrologic/Flooding,Sliding,-1,-1,Unknown,L,RE,C,N,31 ft,1584.0,34,1971,33.3175,-96.2546,2010,-1,-1,Yes
OH,S,3/19/2012,Seepage/Internal Erosion,Piping,-1,-1,Yes,P,RE,R,N,22 ft,43.2,5,1965,38.93,-82.27,-1,12:00 AM,-1,-1
CO,H,9/12/2013,Hydrologic/Flooding,Other,-1,-1,-1,P,RC,S,Y,84 ft,140.0,4,2006,40.0491,-105.312,-1,-1,-1,-1
CA,L,4/1/2011,Seepage/Internal Erosion,Sinkhole,-1,-1,No,U,RE,S,NR,42 ft,324.0,9,1911,39.3191,-121.129,-1,-1,-1,-1
NY,H,8/4/2020,Other,Vegetation,-1,-1,No,P,RE,R,Y,12 ft,26.0,5,1968,41.16,-74.1778,-1,-1,-1,No
SC,S,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,14 ft,263.0,35,1900,33.9433,-80.91,-1,-1,-1,-1
MS,L,11/20/2015,Deterioration or Poor Condition,Unknown,-1,-1,-1,P,RE,R,NR,23 ft,350.0,0,-1,32.0683,-89.9983,-1,-1,-1,-1
TX,S,6/15/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,-1,N,33 ft,250.0,22,1968,32.1681,-98.6749,2005,-1,-1,-1
TX,S,6/20/1993,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,P,N,17 ft,30.0,4,1953,31.8054,-95.1914,-1,-1,-1,-1
SD,L,9/12/2019,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,R,NR,28 ft,1200.0,0,1935,43.385,-98.8867,1973,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,P,PGRE,R,Y,16 ft,-1.0,45,-1,39.636,-74.6607,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,CR,Y,33 ft,1706.0,24,1966,30.0194,-97.8791,-1,-1,-1,-1
TX,H,10/28/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,C,Y,36 ft,1309.0,33,1963,30.0631,-97.8003,-1,-1,-1,-1
