state,downstream_hazard_potential,incident_type,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,fatalities_number,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,other_infrastructure_impacts,economic_damages_in,response,volume_released_at_failure_ac_ft,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
PA,L,Failure,4/28/1994,Seepage/Internal Erosion,Erosion,-1,-1,Yes,0,0,1,0,NONE,Unknown,"THE DAM WAS BREACHED AND REBUILT UPSTREAM, CREATING A SMALLER LAKE.",-1,P,RE,R,-1,39 ft,-1.0,0,1975,40.5436,-76.2218,-1,-1,1 DAY,Yes
OH,S,Non-Failure,1/28/2019,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,No,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,22 ft,79.0,6,1960,39.6167,-83.8867,-1,-1,-1,No
CO,S,Non-Failure,9/19/2013,Hydrologic/Flooding,Overtopping,Slope Stability,Sinkhole,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VA,U,Non-Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,14 ft,91.0,9,-1,36.8121,-77.7596,-1,-1,-1,-1
WI,-1,Failure,6/6/2023,Deterioration or Poor Condition,Excessive/Increased Seepage,-1,-1,No,0,0,0,0,-1,"$1 to $100,000",-1,-1,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
SC,S,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,Y,11 ft,75.0,12,1957,34.3572,-79.2,-1,-1,1 Day,No
SC,L,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,N,21 ft,68.0,6,1950,33.985,-79.5183,-1,-1,1 Day,No
SC,L,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,D,N,15 ft,400.0,22,-1,34.3083,-80.2683,-1,-1,1 Day,No
MS,L,Non-Failure,4/6/2021,Hydrologic/Flooding,Overtopping,Debris Clogging,Animal Activity,N,0,0,0,0,0,0,-1,-1,-1,-1,"R, F",No,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,N
WY,H,Non-Failure,9/4/1965,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,Unknown,0,Other,-1,The engineers opened the large outlet works full open lowering the reservoir 4 feet per day. This was the only thing that saved the dam from failing,-1,F,RE,FHRS,Y,139 ft,405160.0,8058,1963,42.0286,-107.867,1989,7:00 PM,12 Days,Yes
NH,L,Non-Failure,1/1/2021,Deterioration or Poor Condition,Spillway Riser Failure,Sinkhole,Excessive/Increased Seepage,-1,-1,0,0,0,-1,Unknown,"Counseled owner on-site to maintain lowered impoundment, LOD to be issued.",-1,P,RE,R,NR,16 ft,134.0,16,1971,43.6097,-71.4888,-1,-1,-1,No
NC,H,Non-Failure,7/7/2011,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,Yes,-1,32,-1,-1,-1,-1,-1,30,P,RE,R,Y,15 ft,60.0,0,-1,35.205,-80.719,-1,-1,-1,-1
NH,L,Failure,7/9/2023,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,"$500,000 to $1 million",-1,-1,P,REST,R,NR,8 ft,378.0,93,1925,42.7988,-72.3697,-1,22:00,1 Day,Yes
IN,H,Non-Failure,7/14/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,-1,N,19 ft,55.0,5,1965,39.755,-86.4083,-1,-1,-1,No
NH,L,Non-Failure,7/18/2021,Hydrologic/Flooding,High Reservoir Level,Overtopping,Erosion,-1,0,0,0,0,-1,Unknown,Dam was sandbagged until waters receeded,-1,P,REST,R,NR,8 ft,378.0,93,1925,42.7988,-72.3697,-1,-1,2 days,Yes
TX,S,Failure,8/29/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,16 ft,148.6,10,1940,30.7871,-94.4087,1989,-1,-1,-1
PA,-1,Failure,7/5/1903,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
GA,H,Non-Failure,1/1/2019,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Program visited site. Minimal erosion damage was noted.,-1,S,RE,C,Y,49 ft,7460.0,263,1964,33.9621,-83.7246,-1,-1,-1,Unknown
OH,H,Non-Failure,6/26/2012,Structural Stability,Slope Stability,-1,-1,Yes,-1,0,-1,0,-1,none,-1,0,L,RE,S,Y,36 ft,2900.0,129,1958,41.11,-83.44,-1,12:00 AM,-1,-1
MN,S,Non-Failure,5/1/2020,Structural Stability,Foundation Deficiency,Sliding,Slope Stability,No,0,0,0,0,-1,"$1 to $100,000",Owner and engineer completed emergency repairs.,-1,L,RE,O,Y,25 ft,560.0,32,2017,43.6959,-93.3798,-1,-1,-1,Yes
NY,L,Non-Failure,3/10/2011,Seepage/Internal Erosion,Piping,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,RE,R,N,16 ft,200.0,21,1958,42.3106,-75.2375,-1,-1,-1,-1
IN,L,Non-Failure,7/17/2013,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,L,RE,R,N,22 ft,253.0,22,1958,39.3386,-87.3739,-1,-1,-1,-1
NE,L,Failure,1/1/2017,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,0,0,0,0,-1,"$1 to $100,000",-1,24,P,RE,I,NR,11 ft,77.0,9,1951,42.9579,-100.916,-1,-1,-1,No
VA,U,Non-Failure,9/16/2019,Deterioration or Poor Condition,Abutment Failure,Erosion,-1,-1,unknown,unknown,unknown,-1,-1,-1,-1,-1,P,-1,-1,NR,30 ft,65.1,5,-1,37.2411,-76.7003,-1,-1,-1,Yes
TX,H,Non-Failure,6/28/2007,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,-1,Y,25 ft,114.0,11,1964,30.6195,-97.8003,-1,-1,-1,-1
TX,H,Non-Failure,9/8/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,-1,Y,25 ft,114.0,11,1964,30.6195,-97.8003,-1,-1,-1,-1
SC,S,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,Y,8 ft,518.0,144,1830,34.3933,-79.2383,-1,-1,1 Day,No
VA,U,Non-Failure,6/22/2020,Structural Stability,Spillway Erosion/Head Cutting,-1,-1,-1,unknown,Unknown,Unknown,-1,-1,-1,-1,-1,X,RE,OR,N,15 ft,150.0,27,-1,37.5877,-77.3021,-1,-1,-1,Yes
MD,L,Failure,6/25/2006,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,RI,NR,9 ft,228.0,44,1972,38.5676,-75.7135,2008,-1,-1,-1
VA,L,Non-Failure,10/15/2018,Unknown,Spillway Erosion/Head Cutting,-1,-1,No,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,16 ft,672.0,56,-1,37.9588,-76.7062,-1,-1,-1,-1
DE,H,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,0,S,REPG,RF,N,11 ft,1164.0,86,1964,39.244,-75.5884,-1,12:00 AM,-1,-1
OH,-1,Failure,2/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,PG,R,-1,7 ft,-1.0,0,1903,41.0,81.0,-1,12:00 AM,-1,-1
MS,L,Non-Failure,2/15/2016,Hydrologic/Flooding,Overtopping,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,25 ft,125.0,0,-1,31.5167,-90.7083,-1,-1,-1,-1
CO,S,Non-Failure,9/18/2013,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,IR,Y,10 ft,840.0,70,-1,40.1225,-105.11,1960,-1,-1,-1
CO,S,Non-Failure,11/28/2012,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,IR,Y,10 ft,840.0,70,-1,40.1225,-105.11,1960,-1,-1,-1
GA,L,Non-Failure,1/1/2015,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,ER,R,NR,40 ft,4685.0,222,1962,33.7583,-84.6292,-1,-1,-1,-1
MA,S,Failure,10/15/2022,Deterioration or Poor Condition,Other,-1,-1,No,0,0,0,1,Roads,"$1 to $100,000",-1,64,P,RE,R,N,13 ft,64.0,12,1970,42.4582,-73.0852,-1,-1,1 day,Investigation
OH,L,Failure,1/18/2012,Deterioration or Poor Condition,Other,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,-1,PG,S,-1,15 ft,-1.0,0,1938,0.0,0.0,-1,-1,-1,-1
SC,S,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,Y,15 ft,240.0,28,1900,33.9683,-81.2433,-1,-1,-1,-1
NY,H,Non-Failure,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,L,MSRE,S,Y,183 ft,95575.0,1159,1926,42.3911,-74.45,-1,-1,-1,-1
PA,S,Failure,6/26/2006,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,-1,-1,-1,-1,EMERGENCY PERMIT WAS ISSUED TO STABILIZE THE PARTIAL BREACH SECTION.,-1,P,STRE,R,-1,10 ft,-1.0,0,-1,41.5043,-75.4333,-1,-1,3 DAYS,-1
NJ,H,Failure,1/28/2015,Seepage/Internal Erosion,Piping,-1,-1,No,0,0,-1,-1,-1,-1,-1,39,P,PGRE,R,Y,12 ft,66.0,14,1922,41.0392,-74.6074,-1,-1,-1,-1
WI,H,Non-Failure,12/15/2021,Deterioration or Poor Condition,Other,-1,-1,Yes,-1,0,0,0,-1,-1,Owner notified Emergency Management and DNR that they were monitoring.,-1,L,PG,RS,Y,37 ft,1000.0,45,1875,44.9569,-91.3998,1959,-1,1 day,Yes
NH,S,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,-1,P,CNPG,H,Y,16 ft,10.2,2,1988,43.635,-72.3043,-1,12:00 AM,-1,-1
IN,S,Failure,5/30/2011,Seepage/Internal Erosion,Piping,-1,-1,No,-1,0,-1,0,-1,-1,-1,28,P,RE,R,N,14 ft,54.0,6,1945,40.5,-85.6708,-1,-1,-1,-1
VA,L,Non-Failure,10/12/2018,Hydrologic/Flooding,Overtopping,Erosion,-1,No,0,-1,-1,-1,-1,-1,-1,-1,S,RE,R,Y,32 ft,212.25,11,-1,37.1753,-78.2815,-1,-1,-1,-1
OH,H,Non-Failure,3/5/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,-1,U,CN,S,Y,57 ft,1149.0,34,1912,41.12,-81.49,-1,-1,-1,-1
NH,L,Non-Failure,10/17/2013,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,-1,-1,0,-1,0,-1,NONE,-1,-1,P,TCERRE,H,NR,24 ft,370.0,45,1904,44.4082,-71.1952,-1,-1,-1,-1
PA,H,Non-Failure,6/2/2014,Seepage/Internal Erosion,Piping,-1,-1,No,0,0,0,0,-1,-1,EMERGENCY DRAWDOWN OF THE IMPOUNDMENT RECOMMENDED BY DEP DAM SAFETY.,-1,P,RE,R,-1,11 ft,-1.0,0,1929,41.1051,-74.5605,-1,-1,-1,Yes
NY,H,Non-Failure,8/28/2011,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,Y,37 ft,867.0,66,1963,41.3833,-74.3333,-1,-1,-1,-1
TX,L,Non-Failure,6/1/1982,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,S,NR,39 ft,577.0,27,1961,33.292,-97.9597,-1,-1,-1,-1
NE,L,Failure,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,Roads,-1,-1,142,F,RE,-1,-1,20 ft,-1.0,0,1980,0.0,0.0,2003,-1,-1,-1
SC,S,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,Roads,-1,-1,-1,P,RE,R,Y,13 ft,119.0,17,1930,34.0183,-79.1733,-1,-1,1 Day,No
MD,S,Non-Failure,3/29/2006,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,22 ft,76.0,8,1969,39.6826,-76.3531,2008,-1,-1,-1
GA,L,Failure,9/29/2019,Unknown,Unknown,-1,-1,No,0,Unknown,Unknown,Unknown,Unknown,Unknown,Facility had an engineer come out for cost estimate to repair and will have more come out.,-1,P,RE,O,NR,12 ft,30.0,1,2019,32.78,-83.63,-1,-1,-1,Yes
CO,H,Non-Failure,9/12/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,Failure,5/19/2021,Unknown,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,CNRE,IR,NR,35 ft,462.0,33,1940,27.88,-97.2917,-1,-1,-1,-1
MD,-1,Failure,1/1/2008,Seepage/Internal Erosion,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MD,H,Non-Failure,7/20/2018,Hydrologic /Flooding,Overtopping,-1,-1,Yes,-1,-1,-1,-1,"Other,recreational lake",Unknown,-1,-1,S,RE,R,Y,64 ft,734.0,27,1965,39.5389,-77.6213,1996,-1,3 weeks,No
VA,L,Non-Failure,8/19/2018,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,H,Failure,7/17/1904,Seepage/Internal Erosion,Piping,-1,-1,No,0,-1,-1,-1,-1,-1,DAM RECONSTRUCTED W/ IMPERVIOUS MATERIAL & MASONRY FACING ON U/S SLOPE,500,L,RE,S,-1,60 ft,-1.0,0,1901,40.0618,-79.31,-1,10:00:00 PM,1 DAY,Yes
IN,-1,Failure,6/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
DE,H,Non-Failure,8/16/2023,Seepage/Internal Erosion,Piping,Spillway Chute Failure,-1,-1,-1,-1,-1,-1,-1,-1,An unsuccessful attempt to fill the voids under the spillway was made.  A replacement spillway design is being expedited.,-1,S,PGRE,FR,Y,13 ft,310.0,40,-1,38.9112,-75.4648,2006,-1,-1,-1
IN,H,Non-Failure,2/25/2019,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,-1,-1,-1,-1,-1,-1,-1,Owner immediately started pumping the lake down with a 6 inch pump,-1,P,RE,R,NR,22 ft,82.0,6,1964,39.4406,-87.3558,-1,-1,-1,-1
MD,H,Non-Failure,7/21/2016,Manmade Action,Accident Or Misoperation,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,Y,35 ft,134.0,7,1893,39.345,-76.6167,2006,-1,-1,-1
MD,H,Non-Failure,9/17/2015,Manmade Action,Accident Or Misoperation,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,Y,35 ft,134.0,7,1893,39.345,-76.6167,2006,-1,-1,-1
NC,L,Failure,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,"$100,000 to $500,000",-1,-1,P,RE,R,NR,14 ft,72.0,0,-1,35.488,-78.71,-1,-1,1 day,-1
NY,S,Non-Failure,8/28/2011,Hydrologic/Flooding,Sinkhole,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,LP,RE,R,N,35 ft,600.0,33,1858,41.4319,-74.5958,-1,-1,-1,-1
TX,L,Non-Failure,9/1/1980,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,O,NR,35 ft,300.0,16,1960,32.4814,-100.595,-1,-1,-1,-1
NC,H,Failure,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,-1,-1,-1,-1,$1 million to $5 million,-1,-1,U,RE,O,N,17 ft,5446.0,0,-1,35.381,-78.085,-1,-1,1 day,-1
TX,-1,Non-Failure,1/2/2019,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RE,-1,-1,12 ft,53.0,0,-1,0.0,0.0,-1,-1,-1,-1
SC,L,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,Y,9 ft,90.0,14,1949,34.7583,-79.79,-1,-1,1 Day,No
SC,L,Failure,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,11 ft,147.0,26,1946,33.9583,-80.755,-1,-1,-1,-1
MS,L,Non-Failure,4/16/2021,Deterioration or Poor Condition,Spillway Pipe Failure,Vegetation,-1,N,0,0,0,0,0,0,MDEQ ER team brought in contractors to lower lake level and do a controlled breach of dam.,-1,P,RE,R,NR,14 ft,280.0,0,-1,30.8412,-89.0682,-1,-1,-1,N
CO,H,Non-Failure,6/10/2014,Seepage/Internal Erosion,Cracking,Other,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,SR,Y,43 ft,1155.0,62,1970,38.9693,-108.294,-1,-1,-1,-1
SC,L,Failure,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,N,12 ft,63.0,9,1972,34.5283,-79.435,-1,-1,1 Day,No
OH,S,Non-Failure,5/12/2017,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,34 ft,124.0,5,1950,39.1111,-84.2311,-1,-1,2 days,Yes
MI,-1,Failure,6/1/2008,Hydrologic/Flooding,Unknown,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VT,S,Failure,7/10/2023,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,Unknown,Unknown,-1,16,L,RE,O,NR,20 ft,16.0,2,1860,44.1054,-72.4298,-1,-1,-1,No
MN,-1,Non-Failure,3/21/2019,Hydrologic/Flooding,Erosion,Overtopping,-1,No,0,0,0,0,-1,-1,Riprap placed on west side of the structure to stop erosion.,-1,S,REPG,-1,NR,6 ft,13777.0,1740,1930,44.11,-94.5663,1986,-1,1 day,Yes
TX,L,Non-Failure,1/1/1991,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,P,NR,16 ft,130.0,13,1957,30.9274,-95.382,-1,-1,-1,-1
NE,L,Non-Failure,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,0,-1,RE,-1,-1,10 ft,-1.0,0,1939,0.0,0.0,-1,-1,-1,-1
MO,H,Failure,1/1/2008,Structural Stability,Sliding,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,38 ft,83.0,6,1978,37.9924,-90.3557,-1,-1,-1,-1
TX,H,Non-Failure,3/29/1989,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,17 ft,214.0,15,1900,32.5574,-94.3443,2006,-1,-1,-1
RI,-1,Failure,1/1/1955,Unknown,Unknown,-1,-1,No,-1,1500,-1,-1,-1,-1,-1,-1,-1,RE,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,Failure,10/5/2023,Hydrologic/Flooding,Overtopping,Spillway Chute Failure,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,P,OT,O,NR,18 ft,63.0,8,-1,32.4811,-95.4058,-1,-1,-1,-1
TX,L,Non-Failure,11/11/1985,Unknown,Spillway Chute Failure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,O,NR,24 ft,135.0,0,1932,30.7408,-95.4748,-1,-1,-1,-1
MT,-1,Failure,4/14/1908,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
WA,S,Failure,8/21/2014,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,P,RE,IR,N,33 ft,60.0,3,1940,48.3139,-120.002,1992,-1,-1,Yes
GA,H,Non-Failure,3/27/2023,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,20,0,"Bridges, Roads","$1 to $100,000",Bridges/roads were closed during evacuation period.,-1,L,RE,S,Y,32 ft,7588.0,300,1963,33.2804,-84.3744,1983,-1,-1,No
GA,H,Non-Failure,4/19/2019,Hydrologic/Flooding,Spillway Erosion/Head Cutting,High Reservoir Level,-1,Unknown,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Consultant was hired fairly quickly and called the Program. Consultant inspected the dam on 5/1/19.,-1,L,RE,S,Y,32 ft,7588.0,300,1963,33.2804,-84.3744,1983,-1,-1,Unknown
TX,S,Failure,8/29/2017,Hydrologic/Flooding,Unknown,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,17 ft,68.0,0,-1,30.7407,-94.4424,-1,-1,-1,-1
TX,S,Non-Failure,9/27/1996,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,17 ft,68.0,0,1800,30.7407,-94.4424,-1,-1,-1,-1
DE,H,Non-Failure,9/8/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,0,S,REPG,RF,N,14 ft,1434.0,24,1912,38.6793,-75.594,2002,12:00 AM,-1,-1
OR,S,Failure,11/23/2016,Other,Spillway Pipe Failure,Sliding,-1,No,0,20,0,0,Roads,"$1 to $100,000",-1,-1,P,RE,I,NR,28 ft,42.5,4,1981,44.884,-122.709,-1,-1,-1,-1
NJ,H,Non-Failure,3/1/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,Roads,-1,-1,-1,L,PGRE,R,Y,8 ft,-1.0,38,1910,41.0728,-74.586,-1,-1,-1,-1
TX,S,Non-Failure,5/16/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Yes,-1,0,0,0,-1,Unknown,Emergency repairs consisted of placing rip rap and concrete in the eroded areas,-1,P,RE,R,NR,21 ft,400.0,0,1940,30.6646,-95.563,-1,-1,-1,Yes
TX,S,Non-Failure,5/21/2010,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,-1,4,-1,0,-1,-1,-1,-1,P,RE,R,N,21 ft,400.0,0,1940,30.6646,-95.563,-1,-1,-1,-1
NY,H,Non-Failure,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,P,-1,RS,Y,35 ft,330.0,27,1944,42.5972,-74.0125,-1,-1,-1,-1
NJ,S,Non-Failure,4/17/2011,Seepage/Internal Erosion,Sinkhole,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,-1,P,PGRE,R,Y,10 ft,-1.0,45,1926,41.019,-74.363,-1,12:00 AM,-1,-1
MS,L,Failure,2/22/2012,Seepage/Internal Erosion,Spillway Pipe Failure,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,RE,R,NR,17 ft,287.0,24,1999,31.4153,-89.52,-1,-1,-1,-1
MO,L,Failure,1/1/2008,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,50 ft,1750.0,46,1968,38.7593,-91.9629,-1,-1,-1,-1
AK,H,Non-Failure,4/27/2020,Deterioration or Poor Condition,High Reservoir Level,Debris Clogging,-1,No,0,0,0,0,-1,-1,Inspection and monitoring as the reservoir level receeded.,-1,P,RE,S,N,56 ft,10200.0,0,1946,65.5933,-148.392,-1,-1,1 month,Yes
AK,H,Non-Failure,4/28/2020,Other,Debris Clogging,Reservoir Overfilling,-1,No,-1,0,0,0,-1,Unknown,"Dam owner coordinated with ADNR to breach the dam, and it will be deregulated in 2023.",-1,P,RE,S,N,56 ft,10200.0,0,1946,65.5933,-148.392,-1,-1,-1,Yes
NY,S,Failure,6/7/2011,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,Yes,-1,0,-1,0,-1,-1,-1,-1,P,CNPG,H,Y,35 ft,405.0,239,1923,44.6177,-75.4048,1993,-1,-1,-1
SD,L,Failure,3/23/2019,Hydrologic/Flooding,Unknown,-1,-1,No,0,-1,-1,-1,-1,Unknown,post failure site visit by owner staff,-1,S,RE,PR,NR,18 ft,824.0,32,1933,43.2317,-100.415,1959,-1,-1,No
IN,H,Non-Failure,1/22/2018,Structural Stability,Sliding,-1,-1,Yes,0,0,0,0,none,-1,-1,-1,P,RE,R,Y,135 ft,7750.0,139,1973,39.1525,-84.8472,-1,-1,-1,Yes
IN,H,Non-Failure,12/6/2011,Structural Stability,Slope Stability,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,0,P,RE,R,N,135 ft,7750.0,139,1973,39.1547,-84.8364,-1,-1,-1,-1
MN,L,Failure,6/29/2014,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,-1,-1,-1,S,PG,CO,NR,9 ft,50.0,0,1958,44.5756,-93.9924,-1,-1,<12 hours,No
TX,L,Non-Failure,7/1/2007,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,17 ft,412.0,50,1919,32.9408,-94.9858,2007,-1,-1,-1
TX,S,Non-Failure,3/29/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,12 ft,75.0,4,1925,32.5065,-94.6162,1989,-1,-1,-1
TX,S,Non-Failure,3/24/2009,Unknown,Other,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,RE,R,Y,20 ft,150.0,16,1956,32.5014,-94.6182,-1,-1,-1,-1
