dam_name,incident_id,incident_description,named_hydrologic_event,additional_remarks_or_updates,nid_number,river_name,regulatory_agency_ies,information_sources,attachments
Hinds - Clinton - Linda Drive NOI,MS00000-3491,Seepage in two locations on downstream slope.,-1,-1,MS00000,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
HOLLAND DAM SITE A,TX02021-2743,FRACTURED,-1,-1,TX02021,NUECES RIVER,N,TX DEQ,-1
HOLMES LAKE DAM,MS01794-3467,"Breach: 50 ft  top and 10 ft bottom, fully drained. Tree stumps & roots  visible in base of foundation.",-1,-1,MS01794,TR- TALLAHALLA CREEK -OS,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
HONEY GROVE CITY LAKE DAM,TX00422-2803,BEAVER DEN,-1,-1,TX00422,TR-HONEY GROVE CREEK,TCEQ,TX DEQ,-1
HOOSAC SCHOOL DAM,NY01360-3165,"Short, Intense rainfall event caused overtopping of dam and erosion of downstream slope",-1,-1,NY01360,PINE VALLEY BROOK,NYS DEC,NY DEC,-1
HORICON,WI01062-3563,Dye testing performed by DNR staff based on observations by property staff of an apparent boil downstream of the east stoplog bay.,-1,-1,WI01062,MAIN DITCH,WIDNR,WI Dam Safety,-1
HORSE RUN NO. 1 DAM MB-42,OH00816-3066,Slope instability,-1,-1,OH00816,HORSE RUN,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
HOUSE-AUTRY DAM,NC05468-2983,"breached, dam failure at principal spillway due to overtopping.  EM spillway had significant scouring and caused road damage",Matthew,-1,NC05468,SEVEN MILE SWAMP,NCDENR,NCDEQ,-1
HUDSON POND DAM,DE00023-1207,overtopped around 6 pm on 9/08/2011.,-1,"They removed several flashboards from the spillway and reported that the water level in the pond dropped quickly.  Depth and duration of overtopping could not be determined.  Dam was inspected on 9/13/2011 and evidence of overtopping flow was seen in one location on the dam crest, but no erosion or other damage was found.",DE00023,CEDAR CREEK,DNREC,-1,-1
HUMBIRD,WI00108-2851,"High water event of Sept. 6, 2015 resulted in settlement of rip rap behind both left and right abutment walls. Earthen embankments ovetopped",-1,"High water event of Sept. 6, 2015 resulted in settlement of rip rap behind both left and right abutment walls. Earthen embankments ovetopped and scour was noted downstream of dam at the roadway bridge. Administrative order issued 9-9-2015 by Stephenson to drawdown the dam and hire and engineer to repair.",WI00108,EAST FORK HALLS CREEK,WIDNR,WI DNR,-1
HUMPHREYS LAKE,MD00000-198,-1,-1,Dam built in 1743  powered saw & grist mills.,MD00000,-1,-1,-1,-1
HUNTSVILLE FILTER,PA00000-3232,"DURING EXTREME RAINFALL, PIPING HOLE DEVELOPED UNDER THE STRUCTURE.",-1,-1,PA00000,HUNTSVILLE CREEK,PADEP,PA Dam Safety,-1
HUNTSVILLE INTAKE,PA00000-3233,EXTREME RAINFALL WITH OVERTOPPING BREACHED DAM IN NATURAL MATERIAL ON THE RIGHT ABUTMENT.,-1,-1,PA00000,HUNTSVILLE CREEK,PADEP,PA Dam Safety,-1
HURLEY LAKE DAM,TX00000-1221,Dam overtopped.  Dam breached,-1,"Only access to a subdivision washed out  Dam not in the state inventory. Public drinking water, telephone service, and electrical services washed out.",TX00000,TRIBUTARY OF FLAT CREEK,TCEQ,-1,-1
HURST CREEK DAM NO 1,TX06337-2790,OVERTOPPED,-1,-1,TX06337,HURST CREEK,TCEQ,TX DEQ,-1
IDA LAKE DAM,NY13740-1324,DEC engineer inspected and observed that there has been minor overtopping.  Hurricane Irene,Irene,-1,NY13740,POESTENKILL,NYS DEC,-1,-1
IDAHO SPRINGS STORAGE,CO00000-2122,erosion at toe - Colorado Flooding of 9-13,-1,-1,CO00000,-1,-1,-1,-1
INDIAN HEAD LAKE,IN03388-1045,A heavy rainfall event overtopped this dam causing heavy damage to the downstream slope.,-1,"Under the direction of a private engineer, the dam owner, a lake owners association constructed a short term response, a bypass channel to lower the normal level of the impounded water. May 2011 - state decommissioned the dam under emergency order. See attached email for more information.",IN03388,UNNAMED TRIBUTARY WHITE LICK CREEK,-1,-1,-1
INDIAN HILL LAKE DAM,TX02977-2712,"SPILLWAY FAILED, DID NOT BREACH",-1,-1,TX02977,BLACK CREEK,TCEQ,TX DEQ,-1
INDIAN KILL RESERVOIR DAM,NY00242-1309,Dam overtopped  Hurricane Irene,Irene,flooding a local road but road not believed damaged.,NY00242,INDIAN KILL,NYS DEC,-1,-1
INDIAN RUN,PA00713-3259,Slope failure occurred on the downstream face near the center of the dam.  Area of failure was roughly 25 feet wide by 25 feet long and about 6 feet in depth.,-1,-1,PA00713,INDIAN RUN,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA DEP,-1
INDIANFORD,WI00655-3572,"Sinkhole discovered behind tailrace retaining wall D/S of powerhouse on west side of river, believed to be partially caused by high flows through the west bay of the powerhouse following completion of planned repairs.",-1,-1,WI00655,ROCK,WIDNR,WI Dam Safety,-1
INLAND STEEL T,MN00670-2648,Tailings basin decant water could not flow back to reclaim pond due to ice blockage in decant diversion ditch. Overtopped and failed.,-1,-1,MN00670,WUORI CREEK-CLOSED SYSTEM,MNDNR WATERS,Owner; MN DNR Dam Safety files.,-1
INTERNATIONAL ANIMAL PRESERVE POND DAM #56,OH02199-3064,Severe erosion in channel spillway. Dam eventually breached.,-1,-1,OH02199,TRIBUTARY TO MILLER CREEK,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
INTREPID POTASH SOUTH PERIMETER DAM,NM00698-3530,Experienced localized downstream slope failure on 2/9/2022 but dam did not fail.,-1,-1,NM00698,PECOS RIVER-TR,OFFICE OF THE STATE ENGINEER,NM Dam Safety,-1
INTREPID POTASH SOUTH PERIMETER DAM,NM00698-0396,"Significant increase in seepage up to 1,500 gpm from one location",-1,"Dam embankment was stabilized by Jan 1, 2018. Subsequent works to assess the cause and implement a permanent repair continued. The repair was completed in March 2018 and the dam was returned to full operation.",NM00698,PECOS RIVER-TR,OFFICE OF THE STATE ENGINEER,-1,-1
INTREPID POTASH WEST PLANT DAM,NM00436-3036,Piping is believed to be initiated by cracking across the reservoir floor and dam embankment caused by land subsidence due to mining activities underneath the dam and reservoir footprint. Piping tunnel was 1-2 feet diameter (not measured).,-1,"Brine release from the downstream toe of the dam was noticed by a worker around 7:15AM who notified his superior. Equipments and workers were mobilized in an attempt to stop the leak, but were unable to stop it and leak continued until the entire content escaped (reservoir was empty by 4:00PM the same day).  An intermediate dike containing the reservoir on the south side was breached to divert the reservoir content into different area.  This helped in reducing the brine release quantity to the downstream area.  Escaped quantity was estimated around 500,000 gallons. Piping tunnel was 1-2 feet diameter (not measured).",NM00436,PECOS RIVER-TR,Office of the State Engineer,Dam owner and NM Dam Safety Bureau,Y
IRIS LAKE DAM EAST,GA01563-3426,Dam failed completely near PSP.,-1,-1,GA01563,UNKNOWN,GA-SAFE DAMS PROGRAM,GA-SAFE DAMS PROGRAM,-1
IRIS LAKE DAM EAST,GA01563-3525,The dam failed as it was being refilled after maintenance repairs.,-1,-1,GA01563,UNKNOWN,GA-SAFE DAMS PROGRAM,GA Safe Dams,-1
ISLAND FISHING LAKE DAM,OH00176-3268,The principal spillway collapse so water could not exit lake. Neighbor reported high pool that was flooding their property.,-1,-1,OH00176,TRIBUTARY TO SALMON RUN,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
ISOM DAM,VA035016-3314,Failure due to soil piping and erosion in the center of the dam,-1,-1,VA035016,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
IVANHOE,CO00682-3026,Excessive settlement and cracking on the upstream face over the outlet piping,-1,"Report of Excessive settlement and cracking on the upstream face over the outlet piping.  Level 1 EAP activation.  Site visit revealed outlet works failure.  Infor to reservoir can be shut off, and has been, and resevroir was ordered lowered, 0-storage restriction ordered.",CO00682,IVANHOE CREEK,DWR,CO DWR,-1
IZAAK WALTON PARK DAM,VA041039-3396,Heavy rain resulted in overtopping,-1,-1,VA041039,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
J F JACKSON LAKE DAM,MS03414-3475,Sinkhole formed over collapsed 18-in PVC conduit during heavy rain.,-1,-1,MS03414,UNT OF WALNUT CREEK,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
JACOBS IRRIGATION POND DAM,GA04740-1700,Spillway pipe failure during a heavy rainfall event.,-1,"Based on news reports, the owner stated that during a flooding event, there was a vortex in the lake and water was discharging through the dam.  It appeared to be a spillway pipe failure.",GA04740,MILL BRANCH,GA-SAFE DAMS PROGRAM,-1,Y
JAN LAND COMPANY LAKE NO 1 DAM,TX01580-2741,OVERTOPPING,-1,-1,TX01580,TR-BRUSHY CREEK,N,TX DEQ,-1
JASZEWSKI,WI00000-3560,Embankment fully washed-out across ravine during heavy rain event. Unknown if failure was caused from piping or overtopping.,-1,-1,WI00000,-1,-1,WI Dam Safety,-1
JC WEBB DAM,TX04697-2735,OVERTOPPING,-1,-1,TX04697,TR-LEON CREEK,TCEQ,TX DEQ,-1
JD RESERVOIR,NV00192-3354,"Upon the 2020 dam inspection, a large eroded hole was found next to the principal spillway outlet on the downstream side. On the upstream side, a rodent hole was found that was spilling, contributing to the erosion.",-1,-1,NV00192,HENDERSON CREEK,NEVADA DWR,NV Dam Safety,-1
JDM LAKE DAM,TX00171-2766,CONDUIT HOLE,-1,-1,TX00171,WOLF CREEK,TCEQ,TX DEQ,-1
JEFFERSON LAKE,CO00363-3169,Owners staff observed a small whirlpool in the reservoir at the reservoir edge adjacent to the dam. Possible contact erosion PFM. Resulted in an emergecy field investigation and a reservoir storage restriction.,-1,Resulted in an emergency field investigation and a reservoir storage restriction. Owner is working with Engineer to develop a repair plan,CO00363,JEFFERSON CREEK,DWR,CO DWR,-1
Jennings Lake Dam #1,MS00000-3484,"Spillways blocked by beaver dams; overtopped dam, eroding crest & backslope.  Full loss.",-1,-1,MS00000,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
Jennings Lake Dam #2,MS00000-3485,"Spillways blocked by beaver dam construction, so the dam was actively overtopping.  Did not fail.",-1,-1,MS00000,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
JOHN MAY DAM NO 2,TX06389-2730,"PIPING, ANIMAL BURROWS",-1,-1,TX06389,TR-TANKERSLEY CREEK,TCEQ,TX DEQ,-1
JOHN THOMPSONS MILL DAM,TN00000-118,-1,-1,"24-28 lives lost in flood, # related to failure unknown. Many houses, mills, other buldings, crops, and livestock destroyed, railroad damaged. > $30,000 in property damage (possibly $50,000 to $100,000). The dam broke following 9"""" of rainfall in 5 hours,   Fatalities: 26 -",TN00000,BARREN CREEK,-1,-1,-1
JOHNSON POND-TODD,MN00263-3106,During the eight year inspection the dam was found to have failed at some point.,-1,-1,MN00263,TRIBUTARY TO LITTLE ELK RIVER,MNDNR,-1,-1
JOHNSONVILLE,NY00119-1323,"Brookfield Renewable Power (Owner) activated EAP Condition C ¿ High Flow, non-failure. Dam did not overtop.  Hurricane Irene",Irene,-1,NY00119,HOOSIC RIVER,NYS DEC,-1,-1
JOHNSTOWN,CO01772-3449,-1,-1,-1,CO01772,BIG THOMPSON RIVER-OS,DWR,CO DWR,-1
JONES LAKE DAM,SD00758-3405,The conduit spillway of the dam's two primary spillways had a sinkhole with seepage develop around it on the downstream side.,-1,A very wet spring and early summer likely contributed to the issue. A permanent repair was done in Fall of 2019.,SD00758,TR-JAMES RIVER,DENR,SD Dam Safety,-1
Jones Lake Dam,MS03657-3483,Overtopped from insufficient spillway capacity.,-1,-1,MS03657,UNT OF INDIAN CREEK,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
JORDAN POND DAM,NY13562-3163,Increased seepage at the toe and a depression at the crest were observed.,-1,The piping appears to have been related to an abanonded pipe in the dam. Report expected from owner's consultant.,NY13562,CLOVE CREEK,NYS DEC,NY DEC,-1
JORDAN POND DAM,SC00622-3118,Heavy rainfall over 72 hours associated with Hurricane Florence caused a major inflow event.  Breached at what appears to be auxiliary spillway on embankment near left abutment. Post-breach inspection shows highly-erodible sandy soil and no apparent core in the embankment.,Hurricane Florence,Report on dam failures associated with Hurricane Florence to be released by Geotechnical Extreme Event Reconnaisance (GEER) group at some point in the future. GEER team field work occurred during month of September 2018.,SC00622,LITTLE BOGGY SWAMP,SC DHEC,SC Dam Safety,-1
JOSHUA SPRINGS PARK DAM NO 2,TX09592-2705,"OVERTOPPING, DID NOT BREACH, EROSION DAMAGE",-1,-1,TX09592,LITTLE JOSHUA CREEK,TCEQ,TX DEQ,-1
JOSHUA SPRINGS PARK DAM NO 3,TX07311-2704,"OVERTOPPING, DID NOT BREACH, EROSION DAMAGE",-1,-1,TX07311,LITTLE JOSHUA CREEK,TCEQ,TX DEQ,-1
KA LOKO DAM,HI00000-3585,"24 days into period of heavy rain, dam breaches, apparently due to ~2’ max overtopping near former spillway (no spillway found after breach), flood depth ~10’ to 30’, causing 7 fatalities (including pregnant woman) ~16 min after breach",-1,-1,HI00000,-1,-1,-1,Y
KATY LAKE DAM,MO11048-168,-1,-1,"Small sinkhole developed on downstream face of dam approximately 10 feet 	vertically below crest of dam. Sinkhole approximately 5 feet in diameter and 4 feet deep. Sinkhole may be result of seepage through old root tunnels. REPORTED APRIL 29, 2008",MO11048,EWING CREEK,DAM AND RESERVOIR SAFETY PROG,-1,-1
KAUFFMAN RESERVOIR,PA00691-3199,INCREASING LEAKAGE ABOUT HALFWAY UP THE SLOPE.  VALVE OPENED AND SEEPAGE STOPPED.,-1,NO CONCRETE CORE WALL.  TWO 12-INCH PIPES THROUGH THE DAM HAD NO COLLARS OR CUTOFFS.,PA00691,KAUFFMAN RUN,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
KAUKAUNA DAM,WI00080-3583,Sinkhole observed in Stribley Rd in front of the public library.  Sinkhole was aproximately 3 ft deep and 3 ft diameter.  Road was shut down and repairs were made by the City 9/1/2023.,-1,-1,WI00080,FOX,-1,WI Dam Safety,-1
KELLAM DAM,VA131004-3305,Report of failed dam components (riser/barrel) from dam owner and county. Decrease in normal pool lake level. Dam did not fail.,-1,-1,VA131004,TR-THE GULF,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
KELLY BARNES,GA00000-135,There was little maintance at the dam and there had been intense rain for several days. Could have overtopped but it is unknown.,-1,"Damfailures.org, https://www2.usgs.gov/water/southatlantic/ga/flood/toccoa/index.html Fatalities: 39 -",GA00000,Toccoa Creek,-1,-1,Y
KENDALL LAKE DAM,TX05032-2703,"OVERTOPPING, BREACHED",-1,-1,TX05032,TR-SANDY CREEK,TCEQ,TX DEQ,-1
KENILWORTH #3 DAM,NJ00000-1198,Sinkhole developed along outlet culvert,Irene,local roadway (embankment) temporarily closed,NJ00000,BARTON RUN-TR,NJDEP,-1,-1
KERRVILLE PONDING DAM,TX04650-2795,OVERTOPPED,-1,-1,TX04650,GUADALUPE RIVER,TCEQ,TX DEQ,-1
KETNER DAM,PA00000-3227,HEAVY RAINS DESTROYED CORE WALL & EMBANKMENT DURING CONSTRUCTION. FLOOD WAVE TO JOHNSONBURG.,-1,DAM WAS REBUILT & PUT IN SERVICE IN JULY 1912.  BREACHED IN NOV. 1977 DUE TO POOR CONDITION. DESTROYED TOWNSHIP HIGHWAY BRIDGE 1000' BELOW THE DAM.,PA00000,JOHNSON RUN,PADEP,PA Dam Safety,-1
KEYSTONE WOODS LAKE DAM,IN00485-2564,"Actively growing sinkhole (about 3 by 5 feet in area, and about 5 feet deep) in the dam. A field visit confirmed the sinkhole had formed over the noticeably deteriorated 36¿ corrugated metal principal spillway pipe.",-1,-1,IN00485,UNNAMED TRIBUTARY BLUE WOODS CREEK,IDNR,-1,-1
KING NO. 1,WY00328-2646,-1,-1,"1 ditch diversion structure damaged. No significant damage occurred downstream. Bids were $300,000 to repair the dam.",WY00328,SEEPAGE CREEK,SEO,WY State Engineer's Office,Y
KINGSTON FOSSIL PLANT,TN00000-186,-1,-1,Not regulated as a dam. 40-acre pond used by TVA to hold slurry of ash generated by the coal-burning Kingston Steam Plant. Failure buried a road and railroad tracks leading to the plant & 300 acres. 5.4 million cubic yards (> 1B gal) of sludge. Cleanup co,TN00000,-1,TVA,-1,Y
KINSMAN LAKE DAM,OH02490-3384,"In the morning of July 19, 2019, the Kinsman Lake Dam watershed received about 6-inches of rain within 4 hours. The right end of the dam was overtopped and completely breached.",-1,"A home on the right abutment was condemned due to the proximity of the breach. The road on the dam crest dam was the only access to about 25 homes. After the dam failure, these people were evacuated from their homes by ATV. It took about 2-3 months to install culverts to create a new roadway to the homes. The lake and dam were not reestablished after the failure.",OH02490,STRATON CREEK,DEPARTMENT OF NATURAL RESOURCES,OH Dam Safety,-1
Klepzig Lake Dam,MS00000-3489,"Multiple areas of flow coming through dam, owner instructed to contract for repair.",-1,-1,MS00000,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
LAC MICHEL DAM,MO30285-1385,Small slide on downstream face during intense rainfall event,-1,-1,MO30285,TR BIG RIVER,DAM AND RESERVOIR SAFETY PROG,-1,-1
LAC SHAYNE DAM,MO31835-162,-1,-1,"Large rotational slide on downstream face in same general location of previous slide. Slide scarp width exceeds 100 feet. Total vertical movement exceeds 5 feet. REPORTED MARCH 24, 2008",MO31835,POND CREEK,DAM AND RESERVOIR SAFETY PROG,-1,-1
LAKE ABANAKEE DAM,NY00152-2860,high flows resulted in overtopping of sheet pile cofferdam. Piling became unstable and tipped downstream,-1,"A rehabilitation project was in progress, and part of the construction area was protected by a sheet pile cofferdam. High flows, purportedly enhanced by increased releases from an upstream dam, associated with spring runoff caused the cofferdam to become unstable, tip downstream, and be overtopped.",NY00152,INDIAN RIVER,NYS DEC,NY DEP,-1
LAKE ALPINE,MO00000-161,-1,-1,"Sinkhole developed on upper portion of downstream face directly above principal pipe. Sinkhole filled with water, which caused large erosional feature to develop on lower portion of downstream face. REPORTED MAY27, 2008",MO00000,-1,-1,-1,-1
LAKE ANN,CO00683-3028,Sinkhole in dam foundation upstream of embankment,-1,-1,CO00683,WEST SOPRIS CREEK-OS,DWR,CO DWR,-1
LAKE ASHBURTON,MD00108-3540,Water supply piping at toe of dam began to leak causing internal erosion and sinkhole at the embanment toe.,-1,-1,MD00108,OFFSTREAM-GWYNNS RUN,MD DAM SAFETY,MD Dam Safety,-1
LAKE BENNETT DAM,AR00038-3100,"Over 8 inches fell in less than 4 hours. The spillways could not handle the flow and the dam was overtopped. The rock masonry core was left intact, however the earth downstream embankment was eroded.",-1,The earth spillway was washed out and deposited downstream across a road and onto private property.,AR00038,BLACK FORK CREEK,ANRC,-1,Y
LAKE BOUTIN DAM,MO40008-164,-1,-1,"Small surficial slide on downstream face, with subsequent partial liquifaction of slide mass, resulting in mud flow. REPORTED MARCH 21, 2008",MO40008,TR-FLORA CREEK,DAM AND RESERVOIR SAFETY PROG,-1,-1
